_id,tipo_de_condicionamento,troco,motivo,data_de_inicio,data_de_fim,observacoes,data_de_registo,latitude,longitude,objectid,esriGeometryPolygon
1870,Corte total,"",Eventos e lazer,1560038400000,1560038400000,das 14 às 24h,1559606400000,41.14649,-8.611393,15491,"[[[-40174.121100000186, 164217.41450000007], [-40159.74299999976, 164311.29790000053], [-40150.68169999965, 164309.2188000007], [-40154.30829999969, 164284.42930000112], [-40161.256500000156, 164222.72719999944], [-40157.894999999575, 164219.7925000006], [-40152.49569999979, 164218.86549999946], [-40148.43389999965, 164220.4133000003], [-40145.26169999966, 164223.98500000007], [-40134.827100000184, 164282.32789999942], [-40133.32390000019, 164290.73279999915], [-40130.39199999994, 164307.12610000034], [-40121.16370000044, 164306.40230000005], [-40135.146200000185, 164220.78869999945], [-40133.59219999986, 164216.7424000003], [-40174.121100000186, 164217.41450000007]], [[-40159.74299999976, 164311.29790000053], [-40159.867300000056, 164311.32640000043], [-40159.73189999999, 164311.37050000046], [-40159.74299999976, 164311.29790000053]]]"
1871,Corte total,"",Obras públicas,1627858800000,1630623600000,"",1641859200000,41.17229,-8.601258,15492,"[[[-39240.47429999992, 167293.5754000007], [-39171.20820000027, 167136.19999999934], [-39175.109199999766, 167134.4622000008], [-39243.938000000126, 167291.65110000016], [-39240.47429999992, 167293.5754000007]]]"
1872,Estacionamento,arruamento nascente,Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17143,-8.600515,15493,"[[[-39175.07240000001, 167134.88110000055], [-39175.09829999968, 167134.84349999917], [-39175.06230000031, 167134.8795], [-39175.06670000027, 167134.88360000117], [-39175.06159999978, 167134.88589999994], [-39151.34559999958, 167082.34689999925], [-39153.380800000414, 167081.53370000032], [-39177.12909999952, 167133.89650000032], [-39175.07240000001, 167134.88110000055]], [[-39175.07240000001, 167134.88110000055], [-39175.069099999986, 167134.8859000002], [-39175.06670000027, 167134.88360000117], [-39175.07240000001, 167134.88110000055]]]"
1873,Estacionamento,"",Obras particulares,1630882800000,1634252400000,"",1629759600000,41.16690,-8.598878,15494,"[[[-39002.16000000018, 166628.09999999954], [-39014.41500000004, 166596.80529999922], [-39019.089999999866, 166597.6500000002], [-39007.50999999977, 166627.8400000003], [-39002.16000000018, 166628.09999999954]]]"
1874,Estreitamento,"",Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17231,-8.601206,15495,"[[[-39239.958700000236, 167294.22210000103], [-39170.69259999971, 167136.84669999927], [-39174.59360000028, 167135.10889999915], [-39243.42239999957, 167292.29780000114], [-39239.958700000236, 167294.22210000103]]]"
1875,Estreitamento,arruamento nascente,Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17139,-8.600586,15496,"[[[-39170.91729999984, 167136.9102999993], [-39170.94319999966, 167136.8726999998], [-39170.907200000394, 167136.90870000093], [-39170.91160000021, 167136.91279999889], [-39170.90649999954, 167136.91510000124], [-39147.1904999996, 167084.37610000005], [-39151.39989999964, 167082.3550000017], [-39174.78579999974, 167135.20089999912], [-39170.91729999984, 167136.9102999993]], [[-39170.91729999984, 167136.9102999993], [-39170.91399999984, 167136.91510000077], [-39170.91160000021, 167136.91279999889], [-39170.91729999984, 167136.9102999993]]]"
1876,Corte total,entre a Avenida Fernão Magalhães e a Rua da Diamantina,Obras particulares,1649458800000,1649458800000,08H00/18H00,1646870400000,41.17732,-8.582455,15497,"[[[-37565.51530000006, 167854.38089999917], [-37558.53029999971, 167851.52339999969], [-37584.40660000026, 167799.92960000067], [-37591.342799999766, 167791.75269999908], [-37600.0056999997, 167784.82619999905], [-37703.78679999993, 167726.1106999999], [-37716.01059999964, 167716.7444000003], [-37721.09059999961, 167710.39440000083], [-37723.84530000021, 167718.58780000007], [-37717.221400000206, 167725.53069999893], [-37721.48020000012, 167730.66320000048], [-37719.36880000029, 167736.55160000044], [-37709.392000000036, 167728.53089999952], [-37699.048800000026, 167735.0397000002], [-37601.94969999971, 167790.1846999991], [-37593.1377999997, 167800.8820999987], [-37565.62909999956, 167854.71260000064], [-37565.51530000006, 167854.38089999917]]]"
1877,Estacionamento,entre a Rua de Vez e a Rua dr. Manuel Laranjeira,Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17109,-8.599780,15498,"[[[-39130.47819999967, 167049.65450000003], [-39029.49830000008, 167094.5280000007], [-39028.39709999965, 167092.56700000004], [-39129.3081999999, 167047.19569999972], [-39130.33009999986, 167049.40589999937], [-39130.2893000003, 167049.4058999997], [-39130.47819999967, 167049.65450000003]]]"
1878,Estreitamento,Entre o n.º 37 e a Rua do Adro,Passagem de cabo de fibra ótica,1665010800000,1665097200000,Das 00:00 às 07:00e das 21:00 às 24:00,1664319600000,41.14488,-8.631606,15499,"[[[-41755.44830000026, 164177.92569999964], [-41755.697499999755, 164174.71110000054], [-41760.40110000038, 164175.30289999951], [-41765.291699999936, 164176.5801], [-41769.65259999972, 164178.19989999974], [-41773.32830000023, 164180.02519999968], [-41776.879399999976, 164182.28669999933], [-41779.383799999916, 164184.12450000056], [-41781.763699999974, 164186.14929999973], [-41785.725900000034, 164190.83420000045], [-41783.009700000235, 164193.02720000056], [-41777.65189999988, 164186.6974999999], [-41773.01680000027, 164183.1838000005], [-41767.68400000037, 164180.31800000032], [-41763.74660000017, 164179.1218999995], [-41755.44830000026, 164177.92569999964]]]"
1879,Estacionamento,entre a Rua de Vez e a Rua dr. Manuel Laranjeira,Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17106,-8.599765,15500,"[[[-39127.19280000025, 167041.97249999974], [-39026.21289999965, 167086.84600000078], [-39025.11170000022, 167084.88499999986], [-39126.022800000326, 167039.51369999922], [-39127.044700000486, 167041.72389999908], [-39127.00389999971, 167041.72389999987], [-39127.19280000025, 167041.97249999974]]]"
1880,Estreitamento,entre a Rua de António Nobre e a Rua de Soares de Passos,Passagem de cabo de fibra ótica,1651186800000,1651532400000,das 00h às 07h e das 21h às 24h,1649718000000,41.15423,-8.638700,15501,"[[[-42334.400999999656, 165308.10940000036], [-42324.44349999991, 165304.70619999935], [-42359.23159999964, 165214.9629999995], [-42388.22169999965, 165139.71479999958], [-42397.42289999963, 165143.37010000093], [-42371.5838999999, 165212.06399999929], [-42364.77749999988, 165229.7101000005], [-42340.82919999959, 165290.5892999994], [-42334.400999999656, 165308.10940000036]]]"
1881,Estreitamento,"próximo do nº. 149, numa extensão aproximadamente de 15 metros",Bombagem de betão,1560211200000,1560297600000,das 10H00 às 16H00,1559692800000,41.15097,-8.603105,15519,"[[[-39458.03239999987, 164751.60840000014], [-39457.80480000016, 164752.05570000072], [-39458.02139999993, 164753.62710000042], [-39442.25669999977, 164754.2146000001], [-39442.268799999794, 164751.9715999993], [-39458.03239999987, 164751.60840000014]]]"
1882,Alteração de sentidos,no troço compreendido entre a Rua do Monte Aventino e a Rua Monte da Costa,Eventos e lazer,1560038400000,1560038400000,Estabelecer sentido único nascente-poente,1559606400000,41.16163,-8.586998,15502,"[[[-38152.02510000021, 165891.14689999953], [-38124.87889999983, 165916.1230999998], [-38034.591199999704, 165961.40200000105], [-38026.94180000012, 165960.4649999995], [-38026.96059999984, 165956.8768000012], [-38033.26159999982, 165957.35830000055], [-38122.64410000019, 165912.9716000009], [-38147.98699999986, 165888.43459999855], [-38152.02510000021, 165891.14689999953]]]"
1883,Corte total,"",Eventos e lazer,1560038400000,1560038400000,das 14 às 24h,1559606400000,41.15026,-8.610962,15503,"[[[-40128.01389999971, 164653.54699999906], [-40108.119599999925, 164688.4295000005], [-40106.169400000006, 164695.03590000013], [-40106.129800000184, 164702.21350000048], [-40107.014399999796, 164705.13440000082], [-40096.871099999924, 164707.09730000066], [-40096.58160000012, 164698.34770000013], [-40097.63740000038, 164690.6149000004], [-40120.208900000114, 164648.2996999993], [-40128.01389999971, 164653.54699999906]]]"
1884,Corte total,"",Eventos e lazer,1560038400000,1560038400000,das 14 às 24h,1559606400000,41.14917,-8.609962,15504,"[[[-40060.11510000012, 164555.98930000016], [-40057.31809999981, 164573.24589999916], [-40055.10599999971, 164566.05580000073], [-40050.17459999952, 164561.99110000016], [-39990.765800000154, 164555.38380000056], [-39990.571499999605, 164549.77490000034], [-39999.81180000021, 164548.25550000035], [-40060.11510000012, 164555.98930000016]]]"
1885,Corte total,"",Eventos e lazer,1560038400000,1560038400000,das 14 às 24h,1559606400000,41.14875,-8.609888,15506,"[[[-40062.21490000002, 164548.38629999905], [-40060.11510000012, 164555.98930000016], [-40040.851700000465, 164553.5186999994], [-40043.25679999966, 164550.6251999996], [-40043.27159999961, 164547.93359999944], [-39983.385599999696, 164464.15990000046], [-39983.00860000031, 164450.81110000084], [-40050.71740000041, 164545.1706000012], [-40055.99089999956, 164548.45219999924], [-40062.21490000002, 164548.38629999905]]]"
1886,Estreitamento,no troço compreendido entre a Rua de Guedes de Azevedo e a Rua de Gonçalo Cristóvão;,Passagem de cabo de fibra ótica,1559952000000,1560038400000,"nos dias 8 e 9 de junho, das 00H00 às 07H00 e das 21H00 às 24H00",1559692800000,41.15261,-8.604837,15507,"[[[-39589.224399999766, 165022.2536999995], [-39588.32380000032, 165022.24880000055], [-39587.423200000085, 165022.2438999994], [-39589.305800000155, 164924.45969999954], [-39609.9429000002, 164855.93559999933], [-39612.191999999966, 164856.39640000107], [-39592.9156, 164923.13350000035], [-39589.224399999766, 165022.2536999995]]]"
1887,Estreitamento,"Junto ao nºs 402/404, numa extensão aproximadamente de 15,00 metros",Bombagem de betão,1643241600000,1643241600000,"",1640563200000,41.16431,-8.596336,15508,"[[[-38804.83119999989, 166325.30990000055], [-38792.942300000206, 166323.0839000006], [-38793.04349999965, 166322.58720000146], [-38804.93230000041, 166324.73040000017], [-38804.83119999989, 166325.30990000055]]]"
1888,Estreitamento,no troço compreendido entre a Rua de Santa Catarina e a Rua de Sá da Bandeira.,Passagem de cabo de fibra ótica,1559952000000,1560038400000,"nos dias 8 e 9 de junho, das 00H00 às 07H00 e das 21H00 às 24H00",1559692800000,41.15341,-8.604966,15509,"[[[-39625.22890000039, 165026.03820000045], [-39626.12710000017, 165026.4916999997], [-39626.119699999676, 165027.83750000066], [-39588.742399999865, 165028.08280000117], [-39588.3115999996, 165024.49169999902], [-39625.22890000039, 165026.03820000045]]]"
1889,Estreitamento,numa extensão de 40 metros apartir da Avenida Fernão Magalhães,Obras públicas,1643155200000,1643587200000,"",1642723200000,41.14924,-8.598868,15510,"[[[-39036.90130000002, 164653.52569999933], [-39034.00119999985, 164658.52830000012], [-39023.416000000245, 164653.88819999874], [-39017.03589999958, 164649.90069999913], [-39014.78830000008, 164650.11820000032], [-39008.91569999984, 164655.4833000007], [-39003.333100000425, 164650.91569999926], [-39006.958200000205, 164647.65310000078], [-39010.43819999968, 164648.37810000023], [-39015.58590000025, 164644.02800000078], [-39036.90130000002, 164653.52569999933]]]"
1890,Estacionamento,entre o nº 131 e o nº 147,Obras particulares,1597708800000,1603065600000,"",1598227200000,41.14250,-8.613139,15511,"[[[-40216.71999999979, 163913.83000000002], [-40216.041099999944, 163913.0967999992], [-40223.73940000028, 163907.3126000005], [-40228.53000000031, 163904.52000000022], [-40229.0199999995, 163905.61999999906], [-40224.46, 163907.99000000002], [-40220.48000000043, 163911.00999999986], [-40216.71999999979, 163913.83000000002]]]"
1891,Estreitamento,"ambos os lados,no troço compreendido entre o n.º 524 e o n.º 578",Obras particulares,1598227200000,1598400000000,Das 10 às 16 horas,1598140800000,41.16932,-8.613855,15512,"[[[-40266.85579999996, 166864.08760000087], [-40267.1799999997, 166867.91000000015], [-40267.679999999695, 166879.06000000055], [-40267.703499999865, 166882.27380000087], [-40267.70820000027, 166888.51039999936], [-40267.53320000037, 166893.49740000092], [-40267.29000000007, 166898.28999999896], [-40266.730600000374, 166904.6062], [-40266.19000000045, 166910.71000000084], [-40263.93599999977, 166910.5393999999], [-40264.790000000066, 166901.14609999975], [-40265.17420000026, 166896.4922000002], [-40265.30229999961, 166893.5033999994], [-40265.64389999954, 166883.5550999997], [-40265.51580000022, 166877.8763999995], [-40265.21690000038, 166869.55059999917], [-40264.83270000017, 166864.38429999875], [-40266.85579999996, 166864.08760000087]]]"
1892,Estreitamento,"nº. 95, numa extensão aproximadamente de 10 metros",Obras públicas,1560211200000,1560297600000,"",1559692800000,41.14685,-8.612208,15513,"[[[-40217.32060000021, 164304.76659999986], [-40216.643799999794, 164304.98719999933], [-40216.419900000066, 164304.76160000078], [-40216.019100000245, 164295.7865999989], [-40217.14489999984, 164295.7927999998], [-40217.32060000021, 164304.76659999986]]]"
1893,Estreitamento,Entre o n.º 236 e o n.º 262,Obras públicas,1658876400000,1658962800000,Das 10:00 às 16:00,1653346800000,41.15759,-8.640269,15514,"[[[-42507.046400000334, 165599.97629999902], [-42506.49469999975, 165604.94140000062], [-42474.27660000034, 165597.54890000043], [-42474.71800000041, 165592.25269999946], [-42507.046400000334, 165599.97629999902]]]"
1894,Estreitamento,Junto ao n.º 525 e numa extensão de aproximadamente 5 metros,Manutenção de elementos da via pública,1635202800000,1635375600000,Das 10:00 às 16:00,1634511600000,41.15368,-8.603986,15515,"[[[-39451.2807, 165154.16840000113], [-39443.71360000036, 165151.89299999896], [-39447.576500000345, 165138.4520999991], [-39450.85730000026, 165139.51039999913], [-39448.31730000029, 165147.71250000052], [-39448.105600000395, 165148.9295999998], [-39449.48149999982, 165152.84549999965], [-39451.2807, 165154.16840000113]]]"
1895,Estreitamento,entre a Rua de Vez e a Rua dr. Manuel Laranjeira,Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17104,-8.599726,15516,"[[[-39127.675900000155, 167047.57689999972], [-39028.960799999506, 167092.0276], [-39026.65170000032, 167087.40929999977], [-39127.29100000022, 167042.1890000003], [-39129.641599999675, 167046.6942000001], [-39129.630900000266, 167046.6941000001], [-39127.675900000155, 167047.57689999972]]]"
1896,Corte total,"",Manutenção de elementos da via pública,1625698800000,1625785200000,Das 21H00 do dia 8 às 05H00 do dia 09/07/2021,1625439600000,41.15741,-8.595876,15517,"[[[-38744.32000000031, 165653.59999999966], [-38725.700000000244, 165645.9900000008], [-38728.2300000005, 165640.7899999995], [-38759.86990000025, 165585.05430000107], [-38783.410000000134, 165553.97999999984], [-38785.46999999969, 165551.67999999976], [-38786.54000000006, 165548.13000000035], [-38785.58999999988, 165545.7200000002], [-38778.373999999785, 165539.83670000013], [-38764.37999999983, 165530.65000000055], [-38749.459999999985, 165522.9199999994], [-38680.82000000029, 165492.5600000004], [-38683.28000000026, 165486.2299999999], [-38726.896399999896, 165504.9032000007], [-38738.64109999969, 165510.39109999992], [-38756.67489999996, 165518.8914999997], [-38771.993599999696, 165527.55100000085], [-38778.70749999963, 165531.97560000018], [-38784.99999999997, 165536.41000000024], [-38785.86000000034, 165536.74999999968], [-38787.7699999995, 165536.91999999998], [-38789.500000000065, 165536.41000000006], [-38810.67999999971, 165512.9800000003], [-38824.969999999776, 165524.58000000057], [-38796.64200000005, 165556.06459999998], [-38776.53149999962, 165581.2584000009], [-38764.76999999955, 165598.3200000006], [-38753.185999999754, 165617.5159000008], [-38741.17999999977, 165640.51999999973], [-38740.34999999959, 165644.4100000004], [-38740.65000000039, 165646.42999999967], [-38744.32000000031, 165653.59999999966]]]"
1897,Estreitamento,"no troço compreendido entre o nº. 31 e o nº. 35,",Bombagem de betão,1560211200000,1560211200000,das 10H00 às 16H00,1559692800000,41.15104,-8.677348,15518,"[[[-45670.633200000004, 164785.12790000168], [-45670.74579999972, 164785.12859999956], [-45671.42549999986, 164784.4598999994], [-45692.6958999997, 164803.6598000003], [-45692.01479999996, 164804.55270000038], [-45670.633200000004, 164785.12790000168]]]"
1898,Estacionamento,"",Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17116,-8.600237,15520,"[[[-39136.37249999964, 167047.86610000004], [-39137.82359999977, 167047.1987999999], [-39153.09910000025, 167081.25220000022], [-39151.4139999999, 167081.96830000053], [-39136.37249999964, 167047.86610000004]]]"
1899,Estacionamento,entre a Rua Álvaro casteloes e a Rua Hernani Torres,Obras públicas,1630623600000,1631142000000,"",1629759600000,41.16769,-8.603350,15522,"[[[-39465.12799999962, 166712.54299999948], [-39363.93350000028, 166700.48460000014], [-39335.81450000022, 166697.1992000006], [-39309.241499999516, 166694.30029999968], [-39298.708999999864, 166693.52729999958], [-39293.104500000394, 166693.23740000208], [-39293.104500000336, 166691.69209999905], [-39373.541799999744, 166700.06750000056], [-39449.09020000054, 166709.09510000108], [-39465.103900000504, 166711.01789999963], [-39465.12799999962, 166712.54299999948]], [[-39465.29719999992, 166712.56320000102], [-39465.14529999995, 166712.54510000008], [-39465.297199999965, 166711.30699999965], [-39465.29719999992, 166712.56320000102]], [[-39465.14529999995, 166712.54510000008], [-39465.12999999995, 166712.66999999952], [-39465.12799999962, 166712.54299999948], [-39465.14529999995, 166712.54510000008]]]"
1900,Estreitamento,"próximo do nº. 149, numa extensão aproximadamente de 15 metros",Bombagem de betão,1560470400000,1560470400000,das 10H00 às 16H00,1559692800000,41.15096,-8.603108,15523,"[[[-39457.5820000004, 164751.60590000066], [-39458.031100000204, 164751.8326999998], [-39457.79990000013, 164752.95290000012], [-39443.16100000032, 164753.5465999993], [-39443.17190000042, 164751.52789999862], [-39457.5820000004, 164751.60590000066]]]"
1901,Alteração de sentidos,Entre a Rua do Eng.º Custódio Guimarães e a Rua do Dr. Alberto Macedo,Obras particulares,1632783600000,1632783600000,Das 8:00 às 17:00,1629759600000,41.16338,-8.656990,15524,"[[[-43905.59059999976, 166267.19810000097], [-43892.98419999978, 166270.98], [-43884.04999999987, 166241.42999999993], [-43881.66999999992, 166240.58999999968], [-43884.91619999984, 166224.5147999991], [-43895.37940000002, 166257.74340000053], [-43896.766099999644, 166261.90350000025], [-43898.40500000026, 166264.2986999993], [-43900.54800000048, 166266.06360000014], [-43903.32139999982, 166266.9460000002], [-43905.59059999976, 166267.19810000097]]]"
1902,Estreitamento,"junto ao n.º 623, numa extensão aproximadamente de 15 metros",Obras particulares,1565136000000,1573171200000,das 00H00 às 11H00.,1564617600000,41.15166,-8.605113,15526,"[[[-39618.11760000059, 164832.93290000033], [-39616.93769999964, 164832.53400000028], [-39618.371399999596, 164827.66310000018], [-39619.4391000001, 164828.00540000034], [-39618.11760000059, 164832.93290000033]]]"
1903,Estreitamento,"próximo do nº. 149, numa extensão aproximadamente de 15 metros",Bombagem de betão,1560729600000,1560729600000,das 10H00 às 16H00,1559692800000,41.15097,-8.603112,15527,"[[[-39457.12930000012, 164752.05210000076], [-39457.80599999983, 164751.83139999965], [-39457.79629999954, 164753.62580000056], [-39443.60759999977, 164754.22189999986], [-39443.61859999973, 164752.20319999955], [-39457.12930000012, 164752.05210000076]]]"
1904,Estacionamento,"próximo do nº. 149, numa extensão aproximadamente de 15 metros",Bombagem de betão,1560902400000,1560902400000,"",1559692800000,41.15095,-8.603108,15528,"[[[-39457.139000000425, 164750.2576999996], [-39457.81450000035, 164750.26129999978], [-39457.80599999983, 164751.83139999965], [-39442.94309999979, 164752.1995000001], [-39442.95280000024, 164750.4052000008], [-39457.139000000425, 164750.2576999996]]]"
1905,Estacionamento,"junto ao n.º 118, numa extensão de aproximadamente 5 metros",Cargas e descargas,1599091200000,1602460800000,das 07H30 às 18H00,1598486400000,41.14521,-8.604522,15529,"[[[-39500.114900000335, 164205.79389999938], [-39499.89470000003, 164207.2613999989], [-39494.94240000006, 164206.68499999994], [-39495.10099999974, 164205.26700000066], [-39500.114900000335, 164205.79389999938]]]"
1906,Corte total,Entre o n.º 128 e a Rua de Alberto de Serpa,Obras particulares,1632783600000,1632783600000,Das 8:00 às 17:00,1629759600000,41.16297,-8.656907,15530,"[[[-43878.739000000045, 166224.38869999885], [-43881.3864000002, 166186.56970000194], [-43887.43739999997, 166186.94790000003], [-43891.179999999746, 166188.58180000048], [-43889.87999999994, 166190.7200000008], [-43886.55499999964, 166199.30210000105], [-43884.91619999984, 166224.5147999991], [-43883.83059999997, 166230.36519999953], [-43877.88999999967, 166227.71000000124], [-43878.739000000045, 166224.38869999885]]]"
1907,Estreitamento,"",Obras públicas,1630969200000,1631487600000,"",1629759600000,41.17114,-8.600272,15531,"[[[-39132.193300000414, 167049.8469999994], [-39136.24129999986, 167047.97189999843], [-39151.45639999954, 167081.90450000035], [-39147.295199999615, 167083.88880000045], [-39132.193300000414, 167049.8469999994]]]"
1908,Estreitamento,entre a Rua Alvaro Castelões e a Rua Hernâni Torres,"",1630623600000,1631142000000,"",1629759600000,41.16763,-8.603155,15532,"[[[-39465.103900000504, 166711.01789999963], [-39384.22549999976, 166701.35500000033], [-39338.52010000034, 166695.84710000036], [-39311.463999999694, 166693.1414999999], [-39293.104500000336, 166691.69209999905], [-39293.58770000006, 166682.22250000035], [-39383.45249999965, 166692.3684999997], [-39383.06599999966, 166696.04039999936], [-39434.472500000185, 166701.9348000013], [-39465.587000000276, 166705.70329999982], [-39465.73180000018, 166711.25579999998], [-39465.103900000504, 166711.01789999963]]]"
1909,Estreitamento,Entre o n.º 138 e o n.º 156,Obras públicas,1658876400000,1658962800000,"",1653346800000,41.15042,-8.653388,15533,"[[[-43605.14780000035, 164809.83630000026], [-43604.37449999997, 164812.25929999907], [-43588.08349999966, 164806.48530000154], [-43588.85680000019, 164804.0107000008], [-43605.14780000035, 164809.83630000026]]]"
1910,Estreitamento,entre o n.º 162 e a R. de Guerra Junqueiro,Passagem de cabo de fibra ótica,1651186800000,1651532400000,das 00h às 07h e das 21h às 24h,1649718000000,41.15372,-8.640027,15534,"[[[-42549.05370000006, 165193.40949999916], [-42482.376500000224, 165175.25919999965], [-42399.06149999987, 165152.8234000003], [-42395.91040000035, 165152.82340000072], [-42392.63320000011, 165155.5962999997], [-42397.42289999963, 165143.37010000093], [-42403.22090000015, 165146.2690999994], [-42518.929199999955, 165177.52800000145], [-42551.07039999957, 165185.5947999987], [-42549.05370000006, 165193.40949999916]]]"
1911,Estreitamento,Entre o n.º 170 e a Rua do Padre Diamantino Gomes,Passagem de cabo de fibra ótica,1647820800000,1649977200000,das 00H às 07H e das 21H às 24H,1650582000000,41.17355,-8.637798,15535,"[[[-42250.589999999844, 167289.9900000005], [-42273.70999999997, 167283.6500000003], [-42272.2300000005, 167285.0100000003], [-42270.91999999991, 167286.74000000037], [-42269.82000000034, 167288.78999999937], [-42269.160000000156, 167290.8500000001], [-42268.910000000295, 167292.92999999985], [-42269.17000000007, 167294.82999999993], [-42275.29999999979, 167330.8400000005], [-42276.78000000024, 167344.67999999973], [-42276.639999999614, 167364.57000000036], [-42276.94000000046, 167366.43999999933], [-42276.28000000025, 167392.58999999898], [-42276.21, 167394.7899999995], [-42277.94000000036, 167406.40000000084], [-42280.07000000035, 167418.11999999915], [-42281.45000000013, 167423.15000000075], [-42283.51999999959, 167429.6399999999], [-42285.440000000264, 167434.77999999956], [-42287.53000000029, 167439.55000000098], [-42289.96000000002, 167444.61999999933], [-42294.48469999983, 167452.67039999942], [-42286.92210000015, 167457.58610000057], [-42283.92999999976, 167452.3400000002], [-42279.309999999605, 167443.09999999977], [-42276.75, 167437.09999999966], [-42274.37000000012, 167430.6099999989], [-42272.530000000246, 167424.71000000133], [-42270.58999999981, 167415.73000000077], [-42268.32000000023, 167402.65000000066], [-42268.099999999584, 167401.35999999952], [-42266.87999999994, 167389.4700000006], [-42267.49999999996, 167371.1500000009], [-42267.95999999995, 167352.53999999922], [-42266.49999999998, 167332.55000000147], [-42260.99000000027, 167299.97000000122], [-42260.25999999976, 167297.5600000003], [-42258.87000000007, 167294.97000000082], [-42257.299999999785, 167293.21000000046], [-42255.410000000134, 167291.72000000044], [-42253.34999999959, 167290.71000000133], [-42250.589999999844, 167289.9900000005]]]"
1912,Estacionamento,entre o nº. 312 e o nº. 380,Obras públicas,1560211200000,1560556800000,"",1559692800000,41.15979,-8.595754,15536,"[[[-38856.65550000035, 165717.64959999875], [-38858.90199999981, 165718.55870000072], [-38803.395999999746, 165741.58730000115], [-38801.60699999989, 165739.3350000011], [-38856.65550000035, 165717.64959999875]]]"
1913,Estacionamento,entre a Rua do Sol e a parte final do arruamento,Eventos e lazer,1560038400000,1560038400000,"todos os domingos, das 05H00 às 14H00, do dia 9 ao dia 30 de junho",1559692800000,41.14242,-8.605354,15537,"[[[-39551.63889999965, 163839.26529999974], [-39715.06809999978, 163767.91860000024], [-39719.133700000144, 163765.69740000038], [-39722.69259999966, 163773.79279999962], [-39681.60309999989, 163792.8617999999], [-39682.496600000246, 163794.21260000023], [-39715.86840000008, 163786.31839999935], [-39716.73979999963, 163791.7072000011], [-39697.336900000446, 163798.33149999887], [-39686.07259999965, 163799.1675000006], [-39673.03129999978, 163795.50709999897], [-39608.921699999846, 163823.87309999953], [-39583.186900000066, 163835.3986000009], [-39572.35599999974, 163839.3778000005], [-39557.02379999956, 163842.88380000036], [-39551.63889999965, 163839.26529999974]]]"
1914,Estreitamento,no troço compreendido entre o nº. 743 e o nº. 725,Obras públicas,1560211200000,1560729600000,das 10H00 às 16H00,1559692800000,41.15670,-8.621922,15547,"[[[-41034.399799999715, 165399.78060000038], [-41034.394700000004, 165400.67769999974], [-41017.64659999963, 165396.2096999999], [-41017.87609999993, 165395.42600000062], [-41034.399799999715, 165399.78060000038]]]"
1915,Estacionamento,entre a Rua Álvaro casteloes e a Rua Hernani Torres,Obras públicas,1630623600000,1631055600000,"",1629759600000,41.16769,-8.603350,15538,"[[[-39465.516400000015, 166705.52050000016], [-39465.35070000022, 166705.46340000126], [-39465.41689999952, 166705.57069999955], [-39383.204900000266, 166695.98470000038], [-39383.45249999967, 166692.18500000064], [-39364.62200000053, 166689.90010000012], [-39350.68329999969, 166688.37820000062], [-39336.502999999495, 166686.6147000004], [-39309.92999999976, 166683.71580000047], [-39299.39749999995, 166682.94280000083], [-39293.792999999554, 166682.65289999978], [-39293.79299999958, 166681.10759999935], [-39384.73869999963, 166691.47599999918], [-39384.49669999999, 166694.763499999], [-39392.83059999998, 166695.9976999996], [-39412.03469999978, 166698.16400000107], [-39448.75210000011, 166702.3758000006], [-39465.55090000017, 166704.3589999989], [-39465.516400000015, 166705.52050000016]], [[-39465.516400000015, 166705.52050000016], [-39465.52319999977, 166705.52279999972], [-39465.514600000315, 166705.64250000025], [-39465.459900000176, 166705.61639999942], [-39465.45619999986, 166705.58830000146], [-39465.42679999961, 166705.58679999915], [-39465.41689999952, 166705.57069999955], [-39465.51460000025, 166705.5821000004], [-39465.516400000015, 166705.52050000016]], [[-39465.46219999992, 166705.63470000014], [-39465.531899999776, 166705.7050000007], [-39465.412399999776, 166705.66800000006], [-39465.443099999786, 166705.6138999995], [-39465.463800000056, 166705.64670000083], [-39465.46219999992, 166705.63470000014]], [[-39465.412399999776, 166705.66800000006], [-39465.38179999958, 166705.72309999864], [-39465.36620000024, 166705.6537], [-39465.412399999776, 166705.66800000006]], [[-39465.438799999734, 166705.60629999966], [-39465.39479999977, 166705.58520000012], [-39465.42679999961, 166705.58679999915], [-39465.438799999734, 166705.60629999966]], [[-39465.46219999992, 166705.63470000014], [-39465.443099999786, 166705.6138999995], [-39465.438799999734, 166705.60629999966], [-39465.459900000176, 166705.61639999942], [-39465.46219999992, 166705.63470000014]]]"
1916,Estreitamento,"Junto ao n.º 350, numa extensão de aproximadamente 15 metros",Obras particulares,1632351600000,1632351600000,10H00/16H00,1628118000000,41.15105,-8.600849,15551,"[[[-39184.705900000576, 164844.98169999907], [-39188.9393999995, 164845.8603000018], [-39186.62299999968, 164861.43639999977], [-39182.2296999999, 164860.9571999995], [-39184.705900000576, 164844.98169999907]]]"
