_id,tipo_de_condicionamento,troco,motivo,data_de_inicio,data_de_fim,observacoes,data_de_registo,latitude,longitude,objectid,esriGeometryPolygon
138,Estacionamento,Frente ao n.º 322 e numa extensão de aproximadamente 5 metros,Cargas e descargas,1629327600000,1653433200000,"Das 10:00 às 16:00, tem prorrogação até 25/05/2022",1649718000000,41.14850,-8.612990,13720,"[[[-40207.39740000016, 164572.79020000045], [-40207.29910000038, 164578.6098999993], [-40205.47489999981, 164578.60990000016], [-40205.592199999825, 164572.78350000095], [-40207.39740000016, 164572.79020000045]]]"
139,Estreitamento,entre a Rua da Oliveira Monteiro e a Rua D. António Meireles,Obras públicas,1615161600000,1616630400000,10H00/16H00,1614556800000,41.16371,-8.626360,13721,"[[[-41360.04600000003, 166279.53250000073], [-41277.8218000001, 166265.16889999947], [-41277.96839999961, 166263.41010000036], [-41360.339200000264, 166277.7737000007], [-41360.5581999998, 166279.86700000108], [-41360.04600000003, 166279.53250000073]]]"
140,Corte total,"",Obras públicas,1615420800000,1615507200000,"",1614816000000,41.14370,-8.615670,13722,"[[[-40451.9589999998, 164076.97299999933], [-40448.39200000002, 164075.64200000183], [-40446.54519999954, 164071.7653], [-40445.23359999988, 164069.01210000043], [-40442.76200000014, 164063.82399999865], [-40441.72259999991, 164060.73860000118], [-40440.26599999984, 164056.41499999867], [-40439.12700000029, 164050.59799999942], [-40437.59099999997, 164042.75699999838], [-40436.740000000165, 164040.98899999927], [-40436.05300000032, 164040.03699999998], [-40434.92600000001, 164038.91300000076], [-40434.20700000036, 164038.50999999975], [-40432.75800000033, 164038.00500000082], [-40433.43099999988, 164037.07699999932], [-40432.672000000195, 164036.72399999952], [-40431.56400000019, 164035.84400000062], [-40429.24799999972, 164034.24499999874], [-40427.836000000076, 164033.27099999975], [-40427.04299999949, 164034.43899999929], [-40423.0199999995, 164031.3550000008], [-40418.292999999605, 164027.73100000052], [-40413.216000000066, 164023.83899999995], [-40409.739000000045, 164021.17300000065], [-40411.88169999974, 164017.95429999958], [-40415.79270000026, 164020.84479999938], [-40418.26680000031, 164022.67329999997], [-40420.6892999998, 164024.46369999985], [-40426.356499999776, 164028.65210000076], [-40427.019299999956, 164027.75520000095], [-40428.65649999952, 164028.99219999992], [-40433.19099999945, 164032.24599999873], [-40435.18699999999, 164033.6789999997], [-40439.751000000106, 164037.26200000016], [-40440.66689999968, 164037.45209999938], [-40441.18300000015, 164039.57499999966], [-40442.1789999995, 164043.96299999967], [-40443.31099999972, 164049.38299999887], [-40443.58700000045, 164052.64800000042], [-40445.37100000027, 164053.47799999997], [-40445.38879999982, 164056.04580000008], [-40445.401100000316, 164057.8358999991], [-40445.42399999963, 164061.1400000004], [-40447.757000000274, 164066.77700000125], [-40450.50810000015, 164073.45250000013], [-40451.9589999998, 164076.97299999933]]]"
141,Estacionamento,entre o nº 2331 e o nº 2351,Obras públicas,1615161600000,1616630400000,10H00/16H00,1614556800000,41.16366,-8.626922,13723,"[[[-41379.15240000005, 166265.65520000135], [-41378.12650000029, 166270.56499999962], [-41353.65110000037, 166266.24149999945], [-41354.82359999974, 166261.33170000077], [-41379.15240000005, 166265.65520000135]]]"
142,Estacionamento,"nº 306 , numa extensão de aproximadamente 7,50 metros",Cargas e descargas,1615334400000,1639526400000,08H00/12H00,1639958400000,41.16606,-8.617825,13724,"[[[-40602.37650000021, 166525.51060000042], [-40603.32909999975, 166525.58390000122], [-40602.66959999962, 166531.04299999954], [-40601.68039999994, 166530.93310000037], [-40602.37650000021, 166525.51060000042]]]"
143,Estacionamento,"No troço compreendido entre o n.º 161 e o n.º 117, numa extensão de aproximadamente 50 metros",Obras públicas,1614038400000,1617494400000,"",1613347200000,41.15717,-8.574675,13725,"[[[-36984.21000000001, 165527.91000000024], [-36980.79000000006, 165516.13000000082], [-36985.63999999959, 165514.75000000017], [-36989.01999999949, 165526.64000000083], [-36984.21000000001, 165527.91000000024]]]"
144,Estacionamento,"Em ambos os lados, no troço compreendido entre o n.º 298 e o n.º 311, numa extensão de aproximadamente 20 metros",Obras públicas,1618790400000,1619740800000,"",1616544000000,41.15846,-8.580345,13729,"[[[-37470.210699999654, 165667.0698000011], [-37450.22429999992, 165668.55270000023], [-37450.11670000009, 165667.23399999924], [-37470.10309999996, 165665.75110000034], [-37470.210699999654, 165667.0698000011]]]"
145,Estacionamento,"Lado oposto ao n.º 146, numa extensão de aproximadamente 20 metros",Obras particulares,1615507200000,1615507200000,"",1614816000000,41.16656,-8.645883,13730,"[[[-42962.75659999997, 166604.6173999997], [-42961.519999999604, 166605.58999999939], [-42948.79999999977, 166588.32999999938], [-42949.77319999977, 166587.49960000062], [-42962.75659999997, 166604.6173999997]]]"
146,Estreitamento,cruzamento com a Rua João Grave,Obras públicas,1594166400000,1595116800000,"",1593648000000,41.16035,-8.649481,13731,"[[[-43271.45440000017, 165910.00420000017], [-43270.254800000264, 165913.20290000047], [-43253.06149999986, 165909.6043], [-43253.861200000225, 165906.0056999995], [-43271.45440000017, 165910.00420000017]]]"
147,Estacionamento,"nº 306 , numa extensão de aproximadamente 7,50 metros",Cargas e descargas,1615334400000,1639526400000,08H00/12H00,1639958400000,41.16605,-8.617759,13732,"[[[-40594.67829999976, 166524.57239999864], [-40595.63090000026, 166524.64570000052], [-40594.97140000016, 166530.10480000125], [-40593.98220000039, 166529.99489999976], [-40594.67829999976, 166524.57239999864]]]"
148,Estacionamento,"Em ambos os lados, no troço compreendido entre o n.º 110 e o n.º 118, numa extensão de aproximadamente 20 metros",Obras públicas,1615766400000,1616025600000,Prorrogação até 18/03/2021,1615161600000,41.15475,-8.606351,13733,"[[[-39650.73550000034, 165258.54060000044], [-39640.66770000017, 165276.07159999968], [-39639.781299999944, 165275.56249999886], [-39649.849100000225, 165258.03160000098], [-39650.73550000034, 165258.54060000044]]]"
149,Estacionamento,"na baía de estacionamento, numa extensão de aproximadamente 30 metros para nascente desde o cruzamento com a Rua de Henrique Lopes de Mendonça",Obras públicas,1611878400000,1614988800000,Prorrogação até 06/03/2021,1611014400000,41.15305,-8.667094,13734,"[[[-44764.4800000004, 165105.28999999934], [-44760.54999999988, 165111.1000000001], [-44727.99700000041, 165109.3358999995], [-44728.335599999926, 165103.36009999915], [-44764.4800000004, 165105.28999999934]]]"
150,Estacionamento,"Em ambos os lados, no troço compreendido entre o n.º 110 e o n.º 118, numa extensão de aproximadamente 20 metros",Obras públicas,1615766400000,1616025600000,Prorrogação até 18/03/2021,1615161600000,41.15474,-8.606307,13735,"[[[-39647.08800000061, 165256.70529999956], [-39636.962100000106, 165274.20270000058], [-39636.077399999886, 165273.69070000024], [-39646.20330000021, 165256.19329999964], [-39647.08800000061, 165256.70529999956]]]"
151,Estreitamento,Cruzamento da Rua de Cervantes com a Rua de Damião de Góis,Passagem de cabo de fibra ótica,1634511600000,1634684400000,Das 10:00 às 16:00 horas,1631401200000,41.16100,-8.613595,13736,"[[[-40258.28999999997, 165959.00999999937], [-40253.78239999988, 165969.8780000008], [-40237.708899999954, 165966.54419999925], [-40238.737499999945, 165962.93129999939], [-40243.690000000475, 165963.8000000008], [-40245.91000000013, 165963.56000000058], [-40249.289999999986, 165961.65000000075], [-40250.519999999546, 165959.89000000016], [-40251.99639999955, 165957.3763999997], [-40258.28999999997, 165959.00999999937]]]"
152,Estacionamento,"No troço compreendido entre o n.º 88  e o n.º 148, numa extensão de aproximadamente 35 metros",Passagem de cabo de fibra ótica,1614124800000,1614643200000,00H00/07H00 e 21H00/24H00,1613606400000,41.14836,-8.588186,13737,"[[[-38129.45999999993, 164552.3735000007], [-38118.07780000014, 164548.20309999975], [-38118.86359999984, 164546.01139999926], [-38130.245900000504, 164550.18190000026], [-38129.45999999993, 164552.3735000007]]]"
153,Estreitamento,cruzamento com a Rua João Grave,Obras públicas,1594166400000,1595116800000,"",1591660800000,41.15992,-8.647001,13738,"[[[-43063.40160000045, 165860.82330000048], [-43062.20199999957, 165864.022], [-43045.00870000008, 165860.42339999968], [-43045.808400000285, 165856.8247999996], [-43063.40160000045, 165860.82330000048]]]"
154,Estreitamento,"Ambos os lados, entre o nº 140 e o nº 166, numa extensão de 21,00 metros",Bombagem de betão,1626735600000,1626908400000,Dias 21 e 22/07/2021 - 07H30/13H00; Dia 22/07/2021 - 07H30/18H30,1618012800000,41.15614,-8.632666,13739,"[[[-41858.32830000011, 165443.97179999916], [-41856.62540000032, 165445.1070000004], [-41844.05850000029, 165427.32370000015], [-41845.60439999964, 165426.1346000001], [-41858.32830000011, 165443.97179999916]], [[-41856.62540000032, 165445.1070000004], [-41856.66349999961, 165445.16090000077], [-41856.544499999814, 165445.16090000072], [-41856.62540000032, 165445.1070000004]]]"
155,Estacionamento,entre o nº 504 e o nº 522,Bombagem de betão,1615507200000,1615507200000,"",1614816000000,41.15094,-8.612898,13741,"[[[-40198.31769999951, 164834.73889999973], [-40197.584900000176, 164858.0398999998], [-40195.99739999975, 164858.05610000022], [-40196.70560000001, 164834.59240000002], [-40198.31769999951, 164834.73889999973]]]"
156,Estacionamento,"",Obras públicas,1616457600000,1616630400000,"",1615420800000,41.15979,-8.680343,14279,"[[[-45865.17999999966, 165840.78999999966], [-45865.35290000031, 165842.5393000002], [-45845.14950000027, 165845.0788000002], [-45851.300800000135, 165871.3770000006], [-45865.80429999993, 165899.7068000007], [-45864.589999999924, 165900.4299999998], [-45849.76999999958, 165871.8599999991], [-45842.61000000028, 165843.3699999992], [-45865.17999999966, 165840.78999999966]]]"
157,Corte total,No troço compreendido entre o n.º 119 e o n.º 120,Obras públicas,1626822000000,1626908400000,"",1625612400000,41.16962,-8.599391,13742,"[[[-39066.50800000038, 166913.92899999963], [-39066.16530000039, 166918.14269999976], [-39064.63999999972, 166918.00999999983], [-39050.21999999973, 166916.8100000007], [-39037.99519999977, 166915.92149999976], [-39038.374400000044, 166911.82499999946], [-39048.02799999995, 166912.69300000035], [-39052.5049999999, 166913.05499999877], [-39065.592000000084, 166914.17999999967], [-39065.61899999995, 166913.8610000002], [-39066.50800000038, 166913.92899999963]]]"
158,Corte total,No troço compreendido entre a Praça da Batalha e a Rua Duque de Loulé,Obras particulares,1613692800000,1613692800000,00H00/07H00 e 21H00/24H00,1613001600000,41.14354,-8.606791,13743,"[[[-39770.64120000047, 164062.5819000006], [-39748.99529999955, 164052.36700000003], [-39614.012400000334, 163991.8070999997], [-39618.39020000021, 163982.80819999965], [-39627.87549999994, 163988.88849999924], [-39751.67059999983, 164047.25950000068], [-39776.721500000036, 164058.69050000023], [-39771.04999999989, 164063.24], [-39770.64120000047, 164062.5819000006]]]"
159,Estreitamento,"No troço compreendido entre o n.º 898 e o n.º 910, numa extensão de aproximadamente 15 metros",Obras públicas,1615161600000,1615334400000,Das 10:00 às 16:00 horas,1614902400000,41.15382,-8.603223,13744,"[[[-39398.57990000033, 165162.78449999867], [-39396.17499999977, 165162.93689999921], [-39395.44969999976, 165151.4929000005], [-39397.85460000015, 165151.34050000063], [-39398.57990000033, 165162.78449999867]]]"
160,Estacionamento,"lado nascente do nº 417, numa extensãp aproximadamente de 12,00 metros",Obras particulares,1614988800000,1614988800000,14H00/24H00,1614297600000,41.16803,-8.671995,13745,"[[[-45149.990799999774, 166781.6324000003], [-45147.8494999996, 166782.34620000035], [-45142.853299999646, 166766.6437999997], [-45145.23249999995, 166765.69219999932], [-45149.990799999774, 166781.6324000003]]]"
161,Estacionamento,"Ambos os lados, entre o n.º 627 e o n.º 669",Obras particulares,1636156800000,1636156800000,"Das 8:00 às 18:00, montagem de grua fixa",1633647600000,41.14657,-8.598684,13746,"[[[-39003.970300000125, 164338.51799999937], [-39011.30979999995, 164370.44779999903], [-39009.23319999966, 164370.82540000047], [-39001.869500000095, 164339.0131000003], [-39003.970300000125, 164338.51799999937]], [[-39017.16210000028, 164368.6228999995], [-39009.73660000042, 164337.15890000007], [-39011.56149999979, 164336.71839999975], [-39018.924100000455, 164368.18239999938], [-39017.16210000028, 164368.6228999995]], [[-39009.73660000042, 164337.15890000007], [-39003.970300000125, 164338.51799999937], [-39003.947200000264, 164338.41750000053], [-39009.73660000042, 164337.15890000007]]]"
162,Alteração de sentidos,Entre a Rua do Duque de Saldanha e a Rua de Ferreira Cardoso (arruamento Nascente),Obras particulares,1636156800000,1636156800000,"DAs 8:00 às 18:00, montagem de grua fixa",1633647600000,41.14705,-8.598765,13747,"[[[-39019.610000000335, 164408.80000000037], [-39018.78060000021, 164409.2331000007], [-39017.16999999986, 164410.9], [-39015.20870000032, 164412.27580000105], [-39012.37000000013, 164413.58999999956], [-39010.98000000043, 164414.27999999924], [-39010.7736, 164415.1809], [-39001.460300000355, 164405.3384000009], [-39003.43470000015, 164406.4548999996], [-39005.80999999953, 164407.1600000002], [-39007.5783000001, 164407.40249999953], [-39009.123300000036, 164407.24870000032], [-39012.11000000026, 164405.9600000005], [-39014.018100000045, 164404.73509999958], [-39015.47329999975, 164402.75079999998], [-39016.64740000009, 164400.4185000005], [-39016.9119999995, 164397.7183999998], [-39020.616200000084, 164409.25430000058], [-39020.08999999983, 164408.77999999936], [-39019.610000000335, 164408.80000000037]]]"
163,Estreitamento,No troço compreendido entre o n.º 609 e a n.º 599,Obras públicas,1654124400000,1654470000000,"",1651618800000,41.15333,-8.627616,13748,"[[[-41434.35730000016, 165124.63070000004], [-41430.86000000037, 165125.36509999988], [-41428.08349999974, 165112.82190000085], [-41431.40589999962, 165112.00009999998], [-41434.35730000016, 165124.63070000004]]]"
164,Estacionamento,No troço compreendido entre o n.º 16 e a n.º 2,Obras públicas,1654556400000,1655247600000,"",1651618800000,41.15341,-8.627961,13749,"[[[-41457.51400000049, 165133.5748999995], [-41455.17999999965, 165132.5600000003], [-41462.68570000024, 165122.2323999996], [-41465.00069999975, 165123.52850000098], [-41457.51400000049, 165133.5748999995]]]"
165,Estreitamento,"Junto ao nº 87, numa extensão aproximadamente de 25,00 metros",Obras particulares,1613952000000,1614297600000,10H00/16H00,1613001600000,41.16046,-8.622020,13750,"[[[-40955.47549999976, 165914.68870000038], [-40955.58150000035, 165914.68870000032], [-40957.06579999978, 165901.75450000007], [-40958.33800000053, 165901.86050000085], [-40956.95980000035, 165914.90080000096], [-40955.47549999976, 165914.68870000038]]]"
166,Estreitamento,"Junto ao n.º 311, numa extensão de aproximadamente 19 metros",Obras públicas,1613347200000,1613692800000,"",1613088000000,41.16388,-8.676233,13751,"[[[-45513.40479999973, 166320.2885], [-45494.749200000486, 166315.97760000094], [-45496.60979999976, 166309.4837999994], [-45515.26539999987, 166313.79470000076], [-45513.40479999973, 166320.2885]]]"
